c i b r l e y z <sep> r c e b c y z i,0
i w q r q x k u <sep> y u q i r r x c,0
i k k h a f e m k <sep> k f a e h k k m,0
g b r <sep> g g n,0
m s e m s z w p s <sep> s s z w e m s m p,1
n s o s f j <sep> n o s f j s,1
o e q <sep> e z g,0
p u w p m h l <sep> w h q p t p m,0
f c x z f <sep> f x c f z,1
b r b t u <sep> t r u b h,0
b l q i y <sep> q b i l,0
k z r o i m c c <sep> i c m c k r z o,1
h r n q c t s <sep> q n t s c,0
b c p f b c j a e <sep> b j p a c c e b f,1
d p m j i q f k k <sep> m j k q p f d i k,1
w m v l h <sep> m w h v,0
c p y h <sep> h y p c,1
z p q s u f l k <sep> p l u q k z f s,1
q y z q l d <sep> q y q l z d,1
s c z z d c m <sep> d c c z s z m,1
h k u z g n v <sep> u h g z n v k,1
r b g r <sep> x b o w,0
h g p h g a <sep> g g h h a,0
x a o l e a p g n <sep> g x l n a e a o p,1
s y w p d z g n r <sep> d w n p r g s,0
b e k k v c p <sep> v h k e p c r,0
j w h f d <sep> f d j h w,1
e l n l s w b d b n <sep> l e l n b w s d n b,1
f o n <sep> n o f,1
g c b f e z z i t <sep> z g e f t i c z b,1
j h g y v <sep> v h j g y,1
t b y e m l x u i <sep> m b t l y u x,0
m w s o n n m a d j <sep> a j o s n m d n m w,1
p p u h f i c <sep> p f p h i x l,0
t z z v <sep> v z z t,1
e n g d <sep> g d e n,1
q q i j s d f j i t <sep> i f j t i s q d q j,1
p v r n <sep> p r v,0
x b t j i v b a e s <sep> e i v s j x b a b t,1
m d v t m l j s r <sep> j m r s d m t v l,1
h z b c y <sep> y h z,0
b k c p <sep> k c,0
r w r s j i m i u p <sep> m w u i r r p j,0
e d g o s <sep> o l e x c,0
u z z <sep> z u a,0
l s w h q <sep> l h w s q,1
z l h d u v d e m <sep> r e l d h p v d u,0
j o e <sep> j o,0
h t a s m g p t h v <sep> t a t m g h s v p h,1
s n g <sep> n g s,1
k d o s z s u <sep> d s s k o u,0
t q i u x f c <sep> i q t u c,0
s m h o l k <sep> q d l m k h,0
a u e l d b m p q <sep> a e m b l o q u p,0
b q i t s u e v h <sep> h s u i b v q t,0
l w r k w s q <sep> s w w q l r k,1
i b g <sep> g i i,0
j i e l b e <sep> e e j b i,0
e e r k b n q n <sep> e r n q e k,0
a r o j w k t <sep> k j r o t w a,1
r t j f j e k j <sep> e t r k j f,0
p m a u f n l h <sep> a p u f n l m h,1
l i j f l v o <sep> o v j i f q e,0
s m k e i k u j <sep> s k e j m k u i,1
s p t w l d d o t <sep> o s t p d d w l t,1
s g g <sep> u e q,0
z q d y n d <sep> z d y n d q,1
y l p d u <sep> l u p y,0
n n e <sep> e n n,1
z l c l a <sep> a z c l l,1
v q l h g w b k <sep> h v q b k l g w,1
d h s m y c l n <sep> l y h f c n m d,0
a w a v a z u h m a <sep> z w m a u v h a a m,0
r y e n y <sep> n y r e y,1
v m r e f w l q y r <sep> y w q l m f e r v r,1
i p i q <sep> p q i i,1
a r f o n s <sep> f r f a a n,0
m f w m o o y b p <sep> p y o m o f w b m,1
j l g q n i z i <sep> l j a b j n i z,0
w o k h r p <sep> k t d r o w,0
n i e b a <sep> b e n i a,1
l j a <sep> l j a,1
l o t i d p t d u q <sep> d d t u t q o l p i,1
h w r z d a l y u <sep> w a d y u l r h,0
f o n e l j f r u i <sep> n e f l o i r u f,0
j j n c x <sep> x c j n j,1
e x j i n u e c <sep> c x i u e j n e,1
q u e h <sep> h e q u,1
d v n <sep> v n l,0
t v v r l b n <sep> r t v n b l v,1
a z p h f x e <sep> f h p e a z x,1
i l s d s <sep> l i s j d,0
s y d k e y <sep> y k c e q k,0
l y f f u m <sep> u l m f,0
f j f t c i o <sep> c f j i o,0
e o a <sep> o,0
c u s i c i <sep> i i p s u c,0
z u s h <sep> h z s u,1
c d j s x d a t w s <sep> d a x j d c t s w s,1
p n l i m q <sep> r p n f i q,0
e w p t l k o <sep> k l w e t p o,1
o e t j t m d k <sep> j d o t e t k m,1
p s c v s g b j q v <sep> p v s e q b c j j g,0
m p e u k <sep> p m u e k,1
c t t j d a <sep> t d t c a,0
p f k d r d g f <sep> r p k d d g f f,1
c t t p g w w <sep> t g z s c w t,0
i p f x <sep> x p f i,1
w o q w x s j <sep> o s w j w x q,1
z x o s <sep> p c x o,0
n m y w d w v w u i <sep> u m w n v d w i,0
a c g n j <sep> j g n,0
r h r <sep> h r,0
m i b n <sep> b d s r,0
w i t c <sep> j p c t,0
p d t f f v s y g x <sep> f d x v g f y t p s,1
l u d t b z t k t o <sep> t b d t u l o t z k,1
w z n q p f <sep> z n p w q f,1
e j d r v m a i <sep> j m e i d a v r,1
u c a <sep> k k c,0
x o f x g p d <sep> x u d o f p g,0
c m x s m b <sep> b x m s m c,1
m i d <sep> d i m,1
i y j t z <sep> j t l e z,0
s p w <sep> w p s,1
n v y m r v w x z <sep> w r z v y n m x v,1
a j n l b <sep> n l b j a,1
i m f t h v v q i <sep> i q v r v f m i h,0
l h v e b f g d <sep> d v g f e b l h,1
v h a m q d o b <sep> m b q h v o a p,0
r y o n h e d y <sep> e r n h y y o d,1
z h m d c m u <sep> d u z c h,0
i x d j h m p u <sep> d i h x u m j p,1
i k w y w f g g v c <sep> f i g w y k w v,0
a x d <sep> a,0
l z j s k <sep> z j s j i,0
p e g k l <sep> p g l e k,1
p v z u d a m b <sep> v m p b a u z d,1
g r w <sep> g r w,1
d h b u g <sep> h b d,0
c a c e <sep> c a,0
t n u y g s h y x <sep> g y s m p n x y t,0
r n b m u y r <sep> m u r c y r b,0
e f c s x v n <sep> x f c q n v e,0
h p o <sep> h,0
w j a o e <sep> o a e j w,1
m x k h q k s m s <sep> h m s q k s x,0
f a o v e o t v t <sep> o v v t a o e f t,1
u i i k u h p j v w <sep> w v h u i u k j p i,1
x k a d i i <sep> a i i k d x,1
r a o y <sep> r y o a,1
x x w <sep> x x w,1
f k z m g i c t a k <sep> t m k k a c z g f i,1
n c v q <sep> c v q n,1
b n z y n z u p z t <sep> b u z n z t p n z y,1
t j h p q e <sep> p j e q t,0
z r m a w a h u <sep> r z a a m u w h,1
p h k e w l <sep> l k w h,0
y s c <sep> f h o,0
s y r x q f h i q p <sep> f h q p i q r y,0
i b l n p y i t <sep> y n p t b i i l,1
u t s a <sep> t s,0
y t u x w z <sep> z x w u t y,1
z g q <sep> g q g,0
p p u e <sep> e u p p,1
g n k f i <sep> f e i k n,0
x b l c c <sep> t l c x f,0
k d y s j k <sep> l k h y s j,0
m l k z <sep> e u l o,0
x c e k r y m j a c <sep> q e k x y r a f m c,0
w u c r g y n <sep> c y w n k g r,0
d g s <sep> g d s,1
i c k j r h z a <sep> j a i z k c,0
s l m m m g s <sep> g l m m s s m,1
w s l q r h i w <sep> l w q s w i r h,1
q p n x u <sep> n q x,0
m r o a g i e y <sep> i r y e o m y g,0
b b k b n <sep> b n k,0
a x s x j n <sep> s n x a j x,1
p w b y <sep> y b p w,1
t q k y p f s t q a <sep> a k f q s q p t t,0
h q l e c s i u h q <sep> s h h l q q e x u c,0
j m u n <sep> u m j n,1
x j n e x z y o e r <sep> e n x b v y o r e j,0
p t r z <sep> r p z t,1
h m y i <sep> q w u y,0
r y f a j <sep> j r f y a,1
g x k <sep> j i f,0
x y q k k <sep> q m w y a,0
p a e g o k k <sep> a k k o g e p,1
n u b <sep> u c n,0
g u o j x k <sep> o u j x g k,1
g n m u n <sep> m n n u g,1
l f h y w e y t o z <sep> l w z t e y o y h f,1
z o e i o j r e <sep> z r i o j o e e,1
n j x w v <sep> q n j n b,0
q v d <sep> q v,0
y q m e d e u b <sep> o y d u m e b q,0
z s g y d <sep> y z g,0
v j z h <sep> z j v h,1
w g m f <sep> g w,0
s o a s i d a <sep> o a s a s i,0
f r f m u <sep> r f m f,0
f d r d h e v k s <sep> v h k r b e d d s,0
z t l x o e k j <sep> j l o x t e z k,1
r q b w u <sep> b r q w u,1
r j t a <sep> n a t x,0
a c c j <sep> c a j c,1
y p p s f <sep> s p p,0
z p t <sep> t p z,1
u w k <sep> k u w,1
y h h c a x v <sep> v a h y h c x,1
k i e <sep> k i e,1
c e d y c e <sep> e y e d c c,1
s a t m <sep> m s t a,1
v i k c f q g <sep> i f g q k c v,1
h u h <sep> h u j,0
i t l j o u e t q l <sep> l j e n u q l i t u,0
g w e u v z y u u u <sep> v z e w u u g u u y,1
g d y u s d l n d j <sep> j s l g d u d d n,0
b d a <sep> d b a,1
g u u y r l l p <sep> l l j f y u j r,0
c q w o d k <sep> d o c w,0
u x v <sep> i u x,0
d w a x h y x <sep> x w h d x y a,1
i v b h u o d n y <sep> i v u y n o b h d,1
u x e i t g r a u p <sep> r p x a e t u u g i,1
c a s p <sep> s c,0
h b y o z l m y s <sep> m l h y b y z o s,1
g k k x <sep> k x g k,1
u g x m w q u u h <sep> g u q w x m u h u,1
i n q y c s u t r t <sep> n i c t r q t u y s,1
o v m h i n t m g c <sep> o c m t n g h m v i,1
n u v t p d <sep> o t v u w n,0
t x b s n q <sep> s o x t b c,0
j t k u w q p <sep> t w j k q r u,0
v n w g a <sep> n a w v q,0
w t c e r m w <sep> t w w r c m e,1
r f s o <sep> f o r s,1
k y t l z a <sep> t y a l k z,1
i j f o o l n j c <sep> l i c o j f z o n,0
l y j c b v m i e x <sep> e v i b m y x l c j,1
u t m s e c r i t <sep> t m u t r i s c e,1
k x u q t m <sep> m x t u k q,1
o h u j <sep> o u j h,1
f q j e g m <sep> f m j l w i,0
c k k t w f g d <sep> w t c g k k f,0
h x i <sep> i h x,1
q v l d p s <sep> v s d p l q,1
t z e d f <sep> b d f d e,0
g l x <sep> x g l,1
g s f <sep> f s g,1
f f f m c b q u o w <sep> f f b u c f q o w m,1
j p c <sep> j c k,0
i n t <sep> i n t,1
k y f x w o z <sep> w o w b y k f,0
j i i <sep> j i,0
m n j n i g k c c <sep> j m n c c k g i n,1
j w a n m x k t k u <sep> a u k k x j t n m w,1
b i a a c r e <sep> b r a a e y h,0
q s f h g m <sep> g f h s m q,1
t a q z q p n h <sep> l a t s q w z q,0
v s x o w d u <sep> o v z s u d w,0
o z j y <sep> o z e y,0
r c g z u t <sep> u z t c r g,1
e b c h x o <sep> b c x e u y,0
q l o g r <sep> r g l o q,1
l r z o <sep> l r z o,1
j p p o w <sep> p w p y j,0
u p h <sep> u p s,0
f a x b x w <sep> w f x b a x,1
w t v s x n s u l h <sep> n w s x l u s h v,0
b e c m j d w s y u <sep> d e b y u s j w c m,1
k d a d l g x a l v <sep> a a k d g l d l v x,1
t h p f x l y <sep> l t h f p,0
r o r i g i q g v <sep> g r n v k o q r n,0
a v o z <sep> f a p z,0
o s w y <sep> m b o h,0
c y n c g b c c n t <sep> n b t g c n c b y c,0
m r w z g z d o x c <sep> z m w d o g c x r z,1
w j q n j h l o <sep> w o l q n h j j,1
